E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_43_481.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_43_481.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_43_481.jpg, 0, 0, 0, 7.834999E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_43_583.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_43_583.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_43_583.jpg, 0, 0, 0, 7.892197E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_43_684.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_43_684.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_43_684.jpg, 0, 0, 0, 7.864994E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_43_786.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_43_786.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_43_786.jpg, 0, 0, 0, 7.862063E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_43_887.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_43_887.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_43_887.jpg, 0, 0, 0, 7.77899E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_43_988.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_43_988.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_43_988.jpg, 0, 0, 0, 7.907847E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_092.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_092.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_092.jpg, 0, 0, 0, 7.970657E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_196.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_196.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_196.jpg, 0, 0, 0, 7.824426E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_298.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_298.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_298.jpg, 0, 0, 0, 7.956999E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_401.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_401.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_401.jpg, 0, 0, 0, 7.784191E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_502.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_502.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_502.jpg, 0, 0, 0, 7.888587E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_602.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_602.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_602.jpg, 0, 0, 0, 7.752315E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_705.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_705.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_705.jpg, 0, 0, 0, 7.738787E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_805.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_805.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_805.jpg, 0, 0, 0, 7.988701E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_44_905.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_44_905.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_44_905.jpg, 0, 0, 0, 7.807022E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_45_006.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_45_006.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_45_006.jpg, 0, 0, 0, 7.798531E-05
E:\simulator-windows-64\Data\IMG\center_2023_03_15_12_30_45_106.jpg, E:\simulator-windows-64\Data\IMG\left_2023_03_15_12_30_45_106.jpg, E:\simulator-windows-64\Data\IMG\right_2023_03_15_12_30_45_106.jpg, 0, 0, 0, 7.952472E-05
